time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-03-26,6.1,2.9,10.9,12.2,,,19.3,,1019.5,
2024-03-27,7.6,3.9,12.9,0.0,,,6.4,,1023.1,
2024-03-28,9.6,5.9,11.9,1.0,,,10.8,,1010.9,
2024-03-29,7.4,4.9,10.9,3.4,,,20.0,,1006.6,
2024-03-30,7.9,2.9,14.9,0.8,,,12.8,,1011.9,
2024-03-31,8.4,1.9,13.9,0.0,,,10.5,,1013.2,
2024-04-01,9.7,4.9,14.9,0.0,,,9.0,,1014.9,
2024-04-02,11.7,4.9,18.9,0.0,,,8.8,,1013.1,
2024-04-03,14.4,9.9,18.9,1.1,,,9.6,,1006.8,
2024-04-04,13.8,10.9,19.9,0.0,,,12.1,,1013.7,
2024-04-05,12.1,6.9,15.9,0.0,,,12.5,,1018.9,
2024-04-06,9.8,5.9,14.9,0.0,,,6.6,,1019.5,
2024-04-07,11.8,5.9,19.9,0.0,,,7.8,,1018.2,
2024-04-08,11.5,7.9,16.9,0.0,,,7.8,,1017.2,
2024-04-09,13.6,8.9,19.9,0.0,,,14.5,,1019.8,
2024-04-10,12.2,7.9,15.9,0.0,,,12.6,,1024.5,
2024-04-11,13.5,9.9,18.9,0.0,,,6.4,,1021.9,
2024-04-12,13.7,8.9,19.9,0.0,,,9.0,,1018.9,
2024-04-13,13.3,7.9,19.9,0.0,,,8.9,,1018.0,
2024-04-14,16.3,9.9,23.9,0.0,,,7.7,,1016.8,
2024-04-15,14.2,9.9,18.9,28.0,,,16.0,,1010.3,
2024-04-16,10.6,7.9,13.9,0.4,,,11.0,,1012.5,
2024-04-17,11.3,6.9,15.9,0.0,,,7.7,,1012.8,
2024-04-18,13.7,7.9,19.9,0.0,,,9.6,,1010.7,
2024-04-19,14.4,9.9,18.9,0.0,,,10.3,,1012.5,
2024-04-20,14.0,11.9,16.9,4.3,,,13.3,,1010.2,
2024-04-21,16.6,12.9,20.9,0.0,,,15.9,,1010.5,
2024-04-22,17.5,14.9,21.9,0.0,,,12.8,,1012.8,
2024-04-23,15.4,11.9,20.9,1.8,,,10.8,,1011.7,
2024-04-24,12.4,9.9,15.9,9.1,,,15.1,,1007.9,
2024-04-25,11.5,8.9,15.9,0.0,,,9.9,,1012.1,
2024-04-26,14.7,10.9,20.9,0.0,,,9.6,,1010.5,
2024-04-27,14.0,8.9,20.9,0.0,,,8.9,,1011.8,
2024-04-28,15.5,9.9,21.9,0.0,,,7.3,,1013.1,
2024-04-29,18.3,12.9,24.9,0.0,,,15.0,,1008.8,
2024-04-30,14.7,12.9,17.9,0.0,,,9.8,,1006.7,
2024-05-01,15.5,11.9,19.9,0.3,,,16.3,,1011.7,
2024-05-02,15.3,10.9,19.9,0.0,,,11.0,,1018.2,
2024-05-03,16.3,10.9,22.9,0.0,,,9.3,,1018.6,
2024-05-04,17.1,10.9,22.9,0.0,,,7.7,,1016.4,
2024-05-05,17.0,13.9,17.9,64.9,,,19.6,,1008.8,
2024-05-06,13.1,12.9,13.9,5.0,,,18.8,,1006.9,
2024-05-07,13.4,11.9,14.9,2.9,,,13.9,,1010.6,
2024-05-08,14.1,10.9,18.9,0.0,,,15.0,,1018.5,
2024-05-09,14.7,10.9,18.9,0.0,,,17.1,,1018.4,
2024-05-10,16.1,11.9,20.9,0.0,,,15.3,,1017.9,
2024-05-11,15.8,12.9,21.9,12.7,,,22.3,,1011.8,
2024-05-12,15.1,10.9,18.9,0.0,,,15.8,,1011.0,
2024-05-13,16.4,10.9,21.9,0.0,,,8.9,,1014.4,
2024-05-14,16.8,11.9,20.9,0.0,,,12.3,,1015.8,
2024-05-15,12.7,7.9,15.9,13.1,,,17.2,,1013.7,
2024-05-16,13.5,8.9,18.9,0.2,,,17.0,,1010.4,
2024-05-17,16.9,11.9,21.9,0.0,,,14.2,,1013.5,
2024-05-18,19.3,15.9,23.9,0.0,,,11.9,,1016.9,
2024-05-19,19.1,14.9,22.9,0.0,,,10.2,,1015.7,
2024-05-20,17.4,14.9,21.9,0.6,,,11.8,,1015.5,
2024-05-21,17.2,13.9,21.9,0.0,,,10.1,,1018.6,
2024-05-22,15.7,12.9,18.9,0.0,,,8.8,,1017.0,
2024-05-23,16.8,14.9,19.9,0.0,,,11.2,,1012.2,
2024-05-24,16.4,14.9,18.9,0.0,,,10.3,,1013.0,
2024-05-25,17.9,15.9,20.9,1.1,,,8.5,,1015.4,
2024-05-26,18.1,15.9,21.9,4.5,,,15.9,,1006.8,
2024-05-27,17.4,14.9,20.9,0.0,,,24.1,,1004.2,
2024-05-28,18.8,14.9,24.9,0.0,,,16.6,,1006.6,
2024-05-29,18.9,14.9,22.9,0.0,,,8.1,,1012.6,
2024-05-30,19.0,15.9,22.9,0.0,,,6.6,,1011.4,
2024-05-31,18.1,14.9,21.9,0.0,,,12.2,,1010.6,
2024-06-01,19.1,16.9,22.9,0.0,,,19.2,,1010.7,
2024-06-02,19.5,14.9,23.9,0.0,,,14.3,,1010.3,
2024-06-03,19.9,14.9,23.9,0.0,,,11.8,,1010.7,
2024-06-04,20.5,16.9,24.9,0.0,,,11.4,,1015.7,
2024-06-05,19.7,16.9,22.9,0.0,,,8.7,,1018.1,
2024-06-06,20.7,16.9,24.9,0.0,,,9.6,,1016.8,
2024-06-07,19.8,15.9,24.9,0.0,,,8.9,,1014.2,
2024-06-08,19.2,16.9,22.9,4.0,,,10.5,,1009.3,
2024-06-09,19.9,16.9,24.9,0.0,,,8.3,,1008.5,
2024-06-10,22.0,17.9,27.9,0.0,,,14.8,,1007.5,
2024-06-11,22.0,18.9,25.9,0.0,,,13.8,,1007.4,
2024-06-12,21.5,17.9,26.9,0.0,,,10.9,,1006.2,
2024-06-13,21.4,17.9,26.9,0.0,,,9.8,,1005.2,
2024-06-14,22.4,17.9,28.9,0.0,,,10.3,,1005.6,
2024-06-15,22.0,19.9,24.9,0.8,,,10.0,,1004.3,
2024-06-16,22.0,18.9,25.9,0.0,,,13.5,,1006.5,
2024-06-17,22.5,17.9,25.9,0.0,,,12.0,,1007.9,
2024-06-18,22.9,19.9,26.9,0.0,,,9.0,,1007.0,
2024-06-19,24.1,19.9,27.9,0.0,,,8.5,,1008.5,
2024-06-20,24.9,19.9,30.9,0.0,,,9.0,,1005.0,
2024-06-21,24.1,20.9,27.9,0.0,,,9.8,,1002.8,
2024-06-22,23.3,21.9,24.9,11.3,,,10.8,,998.8,
2024-06-23,24.1,21.9,26.9,14.6,,,12.5,,998.7,
2024-06-24,22.9,20.9,25.9,14.2,,,15.9,,1003.3,
2024-06-25,22.6,19.9,25.9,0.0,,,18.4,,1009.9,
2024-06-26,23.4,18.9,27.9,0.0,,,10.7,,1014.9,
2024-06-27,23.7,19.9,27.9,0.0,,,7.3,,1012.3,
2024-06-28,24.0,19.9,27.9,0.0,,,8.1,,1007.8,
2024-06-29,24.9,20.9,30.9,33.4,,,12.3,,1003.7,
2024-06-30,23.5,20.9,25.9,1.3,,,27.3,,997.1,
2024-07-01,23.9,20.9,26.9,0.0,,,9.2,,1004.0,
2024-07-02,23.2,20.9,24.9,44.0,,,16.3,,1003.3,
2024-07-03,24.0,22.9,25.9,2.0,,,21.2,,1007.6,
2024-07-04,24.9,21.9,28.9,2.3,,,18.3,,1006.9,
2024-07-05,22.7,20.9,24.9,0.1,,,20.9,,1004.5,
2024-07-06,24.7,21.9,28.9,15.3,,,23.1,,1002.8,
2024-07-07,23.7,20.9,26.9,15.5,,,12.0,,1004.4,
2024-07-08,23.1,22.9,23.9,34.3,,,12.5,,1002.9,
2024-07-09,23.3,20.9,25.9,24.2,,,9.0,,1004.1,
2024-07-10,25.4,22.9,29.9,26.5,,,16.3,,1000.4,
2024-07-11,22.9,20.9,25.9,0.0,,,10.0,,1002.5,
2024-07-12,23.6,21.9,26.9,0.0,,,7.7,,1003.0,
2024-07-13,25.4,22.9,29.9,0.6,,,8.0,,1005.4,
2024-07-14,27.4,22.9,31.9,6.4,,,10.2,,1008.8,
2024-07-15,27.3,23.9,30.9,0.3,,,11.7,,1011.2,
2024-07-16,26.0,23.9,29.9,8.6,,,13.7,,1010.0,
2024-07-17,25.1,22.9,26.9,11.0,,,26.7,,1007.6,
2024-07-18,24.0,21.9,25.9,63.9,,,21.5,,1002.1,
2024-07-19,25.7,22.9,28.9,1.1,,,12.3,,1005.3,
2024-07-20,26.3,23.9,29.9,37.0,,,21.6,,1006.0,
2024-07-21,25.7,21.9,28.9,1.1,,,27.3,,1006.5,
2024-07-22,26.6,24.9,27.9,31.3,,,29.8,,1005.5,
2024-07-23,25.7,24.9,26.9,41.4,,,21.8,,1004.1,
2024-07-24,27.1,24.9,29.9,1.1,,,15.9,,1004.5,
2024-07-25,28.7,25.9,31.9,1.5,,,10.7,,1005.9,
2024-07-26,28.9,25.9,33.9,33.1,,,14.1,,1009.1,
2024-07-27,29.3,26.9,31.9,1.2,,,17.8,,1013.7,
2024-07-28,29.1,26.9,31.9,0.0,,,23.3,,1012.7,
2024-07-29,27.1,25.9,28.9,0.0,,,24.6,,1009.5,
2024-07-30,27.4,25.9,29.9,0.3,,,17.2,,1007.8,
2024-07-31,28.5,26.9,30.9,0.2,,,18.3,,1006.9,
2024-08-01,28.9,27.9,30.9,0.4,,,17.3,,1004.8,
2024-08-02,28.5,26.9,29.9,5.6,,,17.5,,1004.6,
2024-08-03,28.1,25.9,31.9,0.0,,,8.1,,1007.7,
2024-08-04,29.1,25.9,32.9,0.0,,,8.1,,1008.0,
2024-08-05,29.6,26.9,32.9,0.3,,,9.9,,1007.6,
2024-08-06,28.4,25.9,31.9,1.5,,,10.5,,1007.8,
2024-08-07,27.9,24.9,31.9,0.2,,,8.8,,1006.8,
2024-08-08,27.4,24.9,29.9,3.1,,,8.1,,1005.1,
2024-08-09,27.8,24.9,30.9,0.0,,,7.8,,1004.6,
2024-08-10,28.9,25.9,32.9,0.0,,,8.8,,1003.3,
2024-08-11,29.6,26.9,32.9,0.3,,,11.9,,1002.5,
2024-08-12,29.8,27.9,33.9,0.0,,,9.5,,1004.5,
2024-08-13,29.8,26.9,33.9,0.4,,,12.4,,1007.8,
2024-08-14,29.5,25.9,33.9,0.0,,,11.6,,1008.0,
2024-08-15,29.5,26.9,32.9,0.4,,,10.3,,1007.8,
2024-08-16,29.5,26.9,32.9,0.0,,,10.3,,1008.7,
2024-08-17,29.1,26.9,31.9,0.5,,,9.1,,1010.4,
2024-08-18,29.1,26.9,31.9,2.8,,,9.6,,1009.8,
2024-08-19,29.4,26.9,33.9,0.0,,,9.3,,1008.3,
2024-08-20,30.5,26.9,34.9,3.6,,,11.4,,1008.7,
2024-08-21,28.3,25.9,30.9,37.4,,,26.7,,1006.6,
2024-08-22,28.5,26.9,30.9,11.6,,,24.6,,1003.9,
2024-08-23,27.7,23.9,30.9,1.7,,,14.4,,1008.1,
2024-08-24,27.7,25.9,30.9,2.4,,,8.6,,1010.1,
2024-08-25,27.5,24.9,30.9,1.1,,,7.4,,1009.1,
2024-08-26,27.6,25.9,29.9,1.0,,,7.9,,1007.1,
2024-08-27,26.8,24.9,29.9,1.0,,,12.6,,1005.9,
2024-08-28,27.8,22.9,32.9,,,,13.3,,1007.3,
2024-08-29,27.6,22.9,31.9,,,,17.9,,1008.5,
2024-08-30,27.0,23.9,30.9,,,,18.3,,1009.6,
2024-08-31,26.2,22.9,28.9,,,,11.6,,1009.4,
2024-09-01,26.0,22.9,28.9,,,,9.0,,1007.8,
2024-09-02,24.3,21.9,26.9,,,,11.4,,1006.3,
2024-09-03,26.4,22.9,30.9,,,,12.0,,1007.2,
2024-09-04,26.9,23.9,29.9,,,,12.1,,1008.8,
2024-09-05,26.2,23.9,27.9,1.7,,,16.0,,1007.6,
2024-09-06,25.0,22.9,26.9,1.5,,,12.0,,1011.0,
2024-09-07,25.6,22.9,28.9,0.4,,,8.7,,1013.5,
2024-09-08,25.4,21.9,28.9,0.0,,,7.8,,1014.0,
2024-09-09,26.8,22.9,30.9,0.0,,,8.0,,1013.1,
2024-09-10,27.7,25.9,31.9,0.0,,,8.9,,1013.6,
2024-09-11,27.7,24.9,33.9,1.7,,,8.9,,1015.7,
2024-09-12,25.7,23.9,26.9,3.8,,,7.9,,1015.0,
2024-09-13,26.4,24.9,27.9,24.9,,,15.3,,1009.2,
2024-09-14,26.9,24.1,28.9,0.3,,,8.6,,1006.4,
2024-09-15,26.9,23.9,30.9,0.1,,,16.0,,1009.3,
2024-09-16,26.7,22.9,30.9,0.0,,,13.0,,1015.0,
2024-09-17,27.4,25.9,30.9,1.6,,,11.8,,1015.2,
2024-09-18,28.1,25.9,30.9,0.0,,,7.6,,1013.8,
2024-09-19,27.8,25.9,30.9,0.0,,,7.8,,1014.2,
2024-09-20,25.6,19.9,27.9,90.5,,,14.5,,1010.1,
2024-09-21,20.1,16.9,22.9,42.0,,,25.7,,1007.6,
2024-09-22,21.3,18.9,25.9,0.0,,,22.5,,1012.9,
2024-09-23,20.6,15.9,24.9,0.0,,,15.5,,1018.0,
2024-09-24,21.4,16.9,25.9,0.0,,,10.1,,1016.7,
2024-09-25,23.0,18.9,26.9,0.7,,,10.0,,1014.4,
2024-09-26,23.2,20.9,25.9,4.1,,,8.3,,1013.2,
2024-09-27,22.7,19.9,25.9,0.5,,,14.2,,1014.0,
2024-09-28,22.7,18.9,27.9,0.0,,,15.9,,1018.0,
2024-09-29,23.1,18.9,27.9,0.0,,,11.2,,1019.6,
2024-09-30,23.2,20.9,26.9,0.0,,,11.1,,1016.4,
2024-10-01,19.7,14.9,23.9,4.6,,,22.4,,1012.2,
2024-10-02,15.9,13.9,18.9,0.0,,,16.5,,1019.1,
2024-10-03,16.2,12.9,20.9,0.0,,,12.2,,1022.3,
2024-10-04,17.5,13.9,21.9,0.0,,,12.6,,1024.2,
2024-10-05,17.7,13.9,21.9,0.0,,,9.4,,1023.5,
2024-10-06,15.9,14.9,16.9,1.2,,,10.4,,1021.1,
2024-10-07,17.7,14.9,19.9,0.0,,,8.0,,1018.0,
2024-10-08,17.7,13.9,20.9,0.0,,,10.3,,1017.1,
2024-10-09,18.4,13.9,22.9,0.0,,,10.3,,1016.6,
2024-10-10,19.1,16.9,21.9,0.6,,,11.8,,1015.0,
2024-10-11,18.2,14.9,22.9,0.0,,,9.3,,1018.2,
2024-10-12,18.0,13.9,21.9,0.0,,,7.6,,1023.1,
2024-10-13,18.5,13.9,22.9,0.0,,,9.0,,1023.3,
2024-10-14,20.1,18.9,21.9,0.3,,,12.2,,1019.3,
2024-10-15,19.4,17.9,20.9,3.0,,,8.5,,1017.7,
2024-10-16,17.2,13.9,20.9,0.0,,,9.2,,1022.7,
2024-10-17,18.6,14.9,23.9,0.0,,,9.9,,1022.2,
2024-10-18,17.4,14.9,19.9,32.5,,,16.6,,1014.5,
2024-10-19,16.9,13.9,19.9,0.8,,,22.2,,1018.0,
2024-10-20,14.4,11.9,17.9,0.0,,,16.5,,1030.2,
2024-10-21,14.7,10.9,18.9,1.5,,,11.2,,1024.9,
2024-10-22,15.7,14.9,17.9,9.9,,,13.9,,1015.5,
2024-10-23,13.6,10.9,16.9,0.2,,,28.5,,1016.1,
2024-10-24,12.1,6.9,16.9,0.0,,,7.2,,1022.9,
2024-10-25,14.8,10.9,20.9,0.0,,,11.9,,1025.0,
2024-10-26,16.6,11.9,22.9,0.0,,,10.5,,1021.2,
2024-10-27,16.6,13.9,17.9,0.0,,,10.5,,1014.8,
2024-10-28,15.0,10.9,18.9,0.7,,,10.3,,1015.0,
2024-10-29,15.8,13.9,17.9,0.0,,,12.4,,1018.5,
2024-10-30,15.0,10.9,18.9,0.0,,,7.7,,1022.8,
2024-10-31,15.2,11.9,20.9,0.0,,,7.8,,1023.4,
2024-11-01,15.9,13.9,18.9,0.0,,,7.4,,1020.1,
2024-11-02,17.6,14.9,22.9,0.0,,,16.0,,1018.0,
2024-11-03,17.4,12.9,20.9,1.9,,,13.8,,1021.7,
2024-11-04,15.6,9.9,18.9,0.2,,,22.2,,1021.1,
2024-11-05,10.0,6.9,12.9,0.0,,,19.7,,1023.2,
2024-11-06,8.7,6.9,10.9,0.0,,,16.6,,1026.9,
2024-11-07,8.0,3.9,12.9,0.0,,,9.0,,1030.4,
2024-11-08,10.0,5.9,14.9,0.0,,,12.8,,1028.9,
2024-11-09,12.1,7.9,17.9,0.0,,,10.4,,1027.0,
2024-11-10,13.6,10.9,18.9,0.0,,,9.5,,1023.0,
2024-11-11,13.7,9.9,17.9,0.0,,,8.1,,1020.8,
2024-11-12,14.0,10.9,16.9,0.0,,,10.7,,1020.0,
2024-11-13,12.8,8.9,17.9,0.0,,,9.4,,1022.4,
2024-11-14,15.0,11.9,16.9,0.0,,,9.8,,1020.5,
2024-11-15,16.5,13.9,19.9,0.0,,,9.9,,1018.7,
2024-11-16,16.7,13.9,19.9,3.0,,,14.1,,1016.6,
2024-11-17,8.2,3.9,12.9,0.0,,,32.3,,1024.0,
2024-11-18,3.6,1.9,5.9,0.0,,,23.4,,1033.2,
2024-11-19,4.4,0.9,7.9,0.0,,,10.6,,1030.8,
2024-11-20,7.2,3.9,9.9,0.0,,,7.8,,1025.0,
2024-11-21,10.3,6.9,13.9,0.0,,,14.2,,1020.3,
2024-11-22,7.4,5.9,9.9,0.0,,,20.9,,1023.9,
2024-11-23,6.4,2.9,10.9,0.0,,,15.2,,1028.0,
2024-11-24,7.0,3.9,10.9,0.0,,,10.2,,1029.8,
2024-11-25,10.0,3.9,14.9,0.5,,,15.1,,1024.2,
2024-11-26,7.4,2.9,12.9,15.3,,,30.9,,1012.2,
2024-11-27,0.0,-1.1,2.9,3.6,,,24.8,,1011.7,
2024-11-28,1.4,-0.1,2.9,0.0,,,17.7,,1011.4,
2024-11-29,1.5,-1.1,3.9,0.1,,,9.9,,1013.4,
2024-11-30,4.0,1.9,5.9,0.0,,,11.9,,1015.3,
2024-12-01,5.9,1.9,9.9,0.9,,,10.9,,1015.4,
2024-12-02,7.6,1.9,13.9,1.6,,,18.0,,1015.8,
2024-12-03,1.5,-1.1,3.9,0.0,,,11.9,,1024.0,
2024-12-04,2.8,-0.1,5.9,0.0,,,7.3,,1022.8,
2024-12-05,4.2,-0.1,7.9,0.0,,,13.9,,1017.5,
2024-12-06,3.0,0.9,5.9,0.0,,,17.6,,1021.2,
2024-12-07,0.3,-2.1,2.9,0.0,,,15.8,,1024.9,
2024-12-08,0.2,-3.1,2.9,0.0,,,15.0,,1027.1,
2024-12-09,0.8,-4.1,4.9,0.0,,,5.7,,1026.1,
2024-12-10,2.1,-3.1,5.9,,,,8.0,,1025.3,
2024-12-11,2.7,-0.1,5.9,,,,12.3,,1024.3,
2024-12-12,0.5,-3.1,2.9,,,,11.7,,1024.3,
2024-12-13,1.4,-0.1,3.9,,,,14.0,,1023.8,
2024-12-14,-0.1,-2.1,1.9,0.0,,,16.4,,1025.6,
2024-12-15,1.9,-1.1,4.9,0.0,,,17.5,,1021.6,
2024-12-16,0.4,-4.1,3.9,0.4,,,6.8,,1022.6,
2024-12-17,-0.4,-4.1,2.9,0.0,,,14.5,,1025.6,
2024-12-18,-3.1,-5.1,-2.1,0.0,,,18.3,,1027.5,
2024-12-19,-2.5,-7.1,1.9,0.0,,,6.9,,1030.1,
2024-12-20,1.4,-2.1,4.9,0.6,,,10.1,,1022.8,
2024-12-21,0.2,-3.1,3.9,1.4,,,25.2,,1019.8,
2024-12-22,-2.4,-5.1,0.9,0.0,,,21.5,,1028.0,
2024-12-23,0.4,-5.1,5.9,0.0,,,11.7,,1026.9,
2024-12-24,-0.6,-3.1,1.9,0.0,,,9.1,,1028.6,
2024-12-25,2.5,-2.1,5.9,0.0,,,10.8,,1025.8,
2024-12-26,0.6,-4.1,5.9,0.0,,,24.4,,1025.3,
2024-12-27,-2.1,-4.1,-0.1,0.0,,,15.2,,1026.9,
2024-12-28,-2.6,-5.1,-0.1,0.0,,,17.8,,1024.9,
2024-12-29,0.9,-4.1,3.9,0.0,,,7.6,,1025.2,
2024-12-30,6.5,1.9,9.9,0.0,,,17.0,,1019.0,
2024-12-31,0.8,-1.1,3.9,0.0,,,18.3,,1021.5,
